dataset,seed,sample_id,condition,certified_radius,certifiable,at_ceiling
fiveg_nidd,1,s124336,A1_misdirection,0.0,0,0
fiveg_nidd,1,s160493,A1_misdirection,0.0,0,0
fiveg_nidd,1,s310797,A1_misdirection,0.0,0,0
fiveg_nidd,1,s157252,A1_misdirection,0.0,0,0
fiveg_nidd,1,s155797,A1_misdirection,0.0,0,0
fiveg_nidd,1,s170203,A1_misdirection,0.0,0,0
fiveg_nidd,1,s124243,A1_misdirection,0.0,0,0
fiveg_nidd,1,s139354,A1_misdirection,0.0,0,0
fiveg_nidd,1,s139056,A1_misdirection,0.0,0,0
fiveg_nidd,1,s125998,A1_misdirection,0.0,0,0
fiveg_nidd,1,s120511,A1_misdirection,0.0,0,0
fiveg_nidd,1,s161040,A1_misdirection,0.013499,1,0
fiveg_nidd,1,s170503,A1_misdirection,0.098295,1,1
fiveg_nidd,1,s121051,A1_misdirection,0.0,0,0
fiveg_nidd,1,s160116,A1_misdirection,0.0,0,0
fiveg_nidd,1,s156396,A1_misdirection,0.0,0,0
fiveg_nidd,1,s349660,A1_misdirection,0.0,0,0
fiveg_nidd,1,s174897,A1_misdirection,0.0,0,0
fiveg_nidd,1,s159852,A1_misdirection,0.054638,1,0
fiveg_nidd,1,s116777,A1_misdirection,0.0,0,0
fiveg_nidd,1,s138901,A1_misdirection,0.0,0,0
fiveg_nidd,1,s349163,A1_misdirection,0.0,0,0
fiveg_nidd,1,s174554,A1_misdirection,0.0,0,0
fiveg_nidd,1,s328013,A1_misdirection,0.0,0,0
fiveg_nidd,1,s329238,A1_misdirection,0.0,0,0
fiveg_nidd,1,s350371,A1_misdirection,0.0,0,0
fiveg_nidd,1,s130407,A1_misdirection,0.01809,1,0
fiveg_nidd,1,s310598,A1_misdirection,0.0,0,0
fiveg_nidd,1,s156510,A1_misdirection,0.0,0,0
fiveg_nidd,1,s120798,A1_misdirection,0.0,0,0
fiveg_nidd,1,s161220,A1_misdirection,0.0,0,0
fiveg_nidd,1,s177850,A1_misdirection,0.098295,1,1
fiveg_nidd,1,s138572,A1_misdirection,0.011267,1,0
fiveg_nidd,1,s117765,A1_misdirection,0.0,0,0
fiveg_nidd,1,s117378,A1_misdirection,0.0,0,0
fiveg_nidd,1,s170711,A1_misdirection,0.025413,1,0
fiveg_nidd,1,s157537,A1_misdirection,0.0,0,0
fiveg_nidd,1,s126132,A1_misdirection,0.081508,1,0
fiveg_nidd,1,s349542,A1_misdirection,0.0,0,0
fiveg_nidd,1,s327457,A1_misdirection,0.0,0,0
fiveg_nidd,1,s155909,A1_misdirection,0.0,0,0
fiveg_nidd,1,s174461,A1_misdirection,0.00907,1,0
fiveg_nidd,1,s329235,A1_misdirection,0.0,0,0
fiveg_nidd,1,s179371,A1_misdirection,0.0429,1,0
fiveg_nidd,1,s156588,A1_misdirection,0.0,0,0
fiveg_nidd,1,s124870,A1_misdirection,0.0,0,0
fiveg_nidd,1,s160405,A1_misdirection,0.0,0,0
fiveg_nidd,1,s327863,A1_misdirection,0.0,0,0
fiveg_nidd,1,s170214,A1_misdirection,0.098295,1,1
fiveg_nidd,1,s160066,A1_misdirection,0.05698,1,0
fiveg_nidd,1,s118198,A1_misdirection,0.010164,1,0
fiveg_nidd,1,s156673,A1_misdirection,0.0,0,0
fiveg_nidd,1,s287220,A1_misdirection,0.0,0,0
fiveg_nidd,1,s161033,A1_misdirection,0.003694,1,0
fiveg_nidd,1,s156963,A1_misdirection,0.0,0,0
fiveg_nidd,1,s138488,A1_misdirection,0.0,0,0
fiveg_nidd,1,s124872,A1_misdirection,0.0,0,0
fiveg_nidd,1,s160603,A1_misdirection,0.0,0,0
fiveg_nidd,1,s310229,A1_displacement,0.034973,1,0
fiveg_nidd,1,s170696,A1_displacement,0.01927,1,0
fiveg_nidd,1,s124336,A1_displacement,0.0,0,0
fiveg_nidd,1,s160493,A1_displacement,0.01927,1,0
fiveg_nidd,1,s310797,A1_displacement,0.0,0,0
fiveg_nidd,1,s157252,A1_displacement,0.030704,1,0
fiveg_nidd,1,s155797,A1_displacement,0.024147,1,0
fiveg_nidd,1,s170203,A1_displacement,0.076365,1,0
fiveg_nidd,1,s124243,A1_displacement,0.0,0,0
fiveg_nidd,1,s139354,A1_displacement,0.048362,1,0
fiveg_nidd,1,s139056,A1_displacement,0.002635,1,0
fiveg_nidd,1,s125998,A1_displacement,0.024147,1,0
fiveg_nidd,1,s120511,A1_displacement,0.015771,1,0
fiveg_nidd,1,s161040,A1_displacement,0.0,0,0
fiveg_nidd,1,s170503,A1_displacement,0.081508,1,0
fiveg_nidd,1,s121051,A1_displacement,0.0,0,0
fiveg_nidd,1,s160116,A1_displacement,0.004758,1,0
fiveg_nidd,1,s156396,A1_displacement,0.0,0,0
fiveg_nidd,1,s349660,A1_displacement,0.024147,1,0
fiveg_nidd,1,s174897,A1_displacement,0.050347,1,0
fiveg_nidd,1,s159852,A1_displacement,0.081508,1,0
fiveg_nidd,1,s116777,A1_displacement,0.014629,1,0
fiveg_nidd,1,s138901,A1_displacement,0.098295,1,1
fiveg_nidd,1,s349163,A1_displacement,0.0,0,0
fiveg_nidd,1,s174554,A1_displacement,0.065147,1,0
fiveg_nidd,1,s328013,A1_displacement,0.068415,1,0
fiveg_nidd,1,s329238,A1_displacement,0.081508,1,0
fiveg_nidd,1,s350371,A1_displacement,0.003694,1,0
fiveg_nidd,1,s130407,A1_displacement,0.0,0,0
fiveg_nidd,1,s310598,A1_displacement,0.024147,1,0
fiveg_nidd,1,s156510,A1_displacement,0.0,0,0
fiveg_nidd,1,s120798,A1_displacement,0.036467,1,0
fiveg_nidd,1,s161220,A1_displacement,0.0,0,0
fiveg_nidd,1,s177850,A1_displacement,0.0,0,0
fiveg_nidd,1,s138572,A1_displacement,0.005827,1,0
fiveg_nidd,1,s117765,A1_displacement,0.036467,1,0
fiveg_nidd,1,s117378,A1_displacement,0.098295,1,1
fiveg_nidd,1,s170711,A1_displacement,0.021675,1,0
fiveg_nidd,1,s157537,A1_displacement,0.013499,1,0
fiveg_nidd,1,s126132,A1_displacement,0.088167,1,0
fiveg_nidd,1,s349542,A1_displacement,0.0,0,0
fiveg_nidd,1,s327457,A1_displacement,0.072099,1,0
fiveg_nidd,1,s155909,A1_displacement,0.0,0,0
fiveg_nidd,1,s174461,A1_displacement,0.0,0,0
fiveg_nidd,1,s329235,A1_displacement,0.098295,1,1
fiveg_nidd,1,s179371,A1_displacement,0.0,0,0
fiveg_nidd,1,s156588,A1_displacement,0.05698,1,0
fiveg_nidd,1,s124870,A1_displacement,0.033516,1,0
fiveg_nidd,1,s160405,A1_displacement,0.038002,1,0
fiveg_nidd,1,s327863,A1_displacement,0.0,0,0
fiveg_nidd,1,s170214,A1_displacement,0.000527,1,0
fiveg_nidd,1,s160066,A1_displacement,0.098295,1,1
fiveg_nidd,1,s118198,A1_displacement,0.098295,1,1
fiveg_nidd,1,s156673,A1_displacement,0.0,0,0
fiveg_nidd,1,s287220,A1_displacement,0.006902,1,0
fiveg_nidd,1,s161033,A1_displacement,0.0,0,0
fiveg_nidd,1,s156963,A1_displacement,0.026699,1,0
fiveg_nidd,1,s138488,A1_displacement,0.020464,1,0
fiveg_nidd,1,s124872,A1_displacement,0.088167,1,0
fiveg_nidd,1,s160603,A1_displacement,0.0,0,0
fiveg_nidd,1,s310229,A3_scaffolding,0.0,0,0
fiveg_nidd,1,s170696,A3_scaffolding,0.041214,1,0
